year,month,country_kr,visa,no_int_student,iso3c,country
2022,4,트리니다드토바고,Degree,9,TTO,Trinidad & Tobago
2022,4,티모르민주공화국,Language,5,TLS,Timor-Leste
2022,4,티모르민주공화국,Degree,19,TLS,Timor-Leste
2022,4,파나마,Language,11,PAN,Panama
2022,4,파나마,Degree,13,PAN,Panama
2022,4,파라과이,Language,8,PRY,Paraguay
2022,4,파라과이,Degree,27,PRY,Paraguay
2022,4,파키스탄,Language,31,PAK,Pakistan
2022,4,파키스탄,Degree,1352,PAK,Pakistan
2022,4,파푸아뉴기니,Degree,3,PNG,Papua New Guinea
2022,4,팔레스타인,Language,4,PSE,Palestinian Territories
2022,4,팔레스타인,Degree,5,PSE,Palestinian Territories
2022,4,페루,Language,38,PER,Peru
2022,4,페루,Degree,76,PER,Peru
2022,4,포르투갈,Language,12,PRT,Portugal
2022,4,포르투갈,Degree,49,PRT,Portugal
2022,4,폴란드,Language,34,POL,Poland
2022,4,폴란드,Degree,147,POL,Poland
2022,4,프랑스,Language,392,FRA,France
2022,4,프랑스,Degree,2022,FRA,France
2022,4,피지,Language,4,FJI,Fiji
2022,4,피지,Degree,5,FJI,Fiji
2022,4,핀란드,Language,10,FIN,Finland
2022,4,핀란드,Degree,211,FIN,Finland
2022,4,필리핀,Language,96,PHL,Philippines
2022,4,필리핀,Degree,420,PHL,Philippines
2022,4,한국계중국인,Language,3,CHN,China
2022,4,한국계중국인,Degree,679,CHN,China
2022,4,헝가리,Language,13,HUN,Hungary
2022,4,헝가리,Degree,53,HUN,Hungary
2022,4,홍콩,Language,253,HKG,Hong Kong SAR China
2022,4,홍콩,Degree,501,HKG,Hong Kong SAR China
2022,5,가나,Language,16,GHA,Ghana
2022,5,가나,Degree,241,GHA,Ghana
2022,5,가봉,Language,12,GAB,Gabon
2022,5,가봉,Degree,29,GAB,Gabon
2022,5,가이아나,Degree,2,GUY,Guyana
2022,5,감비아,Degree,8,GMB,Gambia
2022,5,과테말라,Language,7,GTM,Guatemala
2022,5,과테말라,Degree,17,GTM,Guatemala
2022,5,그리스,Language,4,GRC,Greece
2022,5,그리스,Degree,11,GRC,Greece
2022,5,기니,Language,5,GIN,Guinea
2022,5,기니,Degree,12,GIN,Guinea
2022,5,나우루,Degree,1,NRU,Nauru
2022,5,나이지리아,Language,25,NGA,Nigeria
2022,5,나이지리아,Degree,306,NGA,Nigeria
2022,5,남수단공화국,Degree,12,SSD,South Sudan
2022,5,남아프리카공화국,Language,3,ZAF,South Africa
2022,5,남아프리카공화국,Degree,19,ZAF,South Africa
2022,5,네덜란드,Language,40,NLD,Netherlands
2022,5,네덜란드,Degree,361,NLD,Netherlands
2022,5,네팔,Language,1,NPL,Nepal
2022,5,네팔,Language,181,NPL,Nepal
2022,5,네팔,Degree,2510,NPL,Nepal
2022,5,노르웨이,Language,23,NOR,Norway
2022,5,노르웨이,Degree,107,NOR,Norway
2022,5,뉴질랜드,Language,2,NZL,New Zealand
2022,5,뉴질랜드,Degree,10,NZL,New Zealand
2022,5,니제르,Degree,1,NER,Niger
2022,5,니카라과,Language,3,NIC,Nicaragua
2022,5,니카라과,Degree,4,NIC,Nicaragua
2022,5,덴마크,Language,11,DNK,Denmark
2022,5,덴마크,Degree,62,DNK,Denmark
2022,5,도미니카공화국,Language,2,DOM,Dominican Republic
2022,5,도미니카공화국,Language,9,DOM,Dominican Republic
2022,5,도미니카공화국,Degree,22,DOM,Dominican Republic
2022,5,독일,Language,133,DEU,Germany
2022,5,독일,Degree,1210,DEU,Germany
2022,5,라오스,Language,30,LAO,Laos
2022,5,라오스,Degree,100,LAO,Laos
2022,5,라이베리아,Language,5,LBR,Liberia
2022,5,라이베리아,Degree,22,LBR,Liberia
2022,5,라트비아,Language,5,LVA,Latvia
2022,5,라트비아,Degree,14,LVA,Latvia
2022,5,러시아(연방),Language,662,RUS,Russia
2022,5,러시아(연방),Degree,806,RUS,Russia
2022,5,레바논,Language,2,LBN,Lebanon
2022,5,레바논,Degree,3,LBN,Lebanon
2022,5,레소토,Degree,3,LSO,Lesotho
2022,5,루마니아,Language,14,ROU,Romania
2022,5,루마니아,Degree,53,ROU,Romania
2022,5,룩셈부르크,Language,2,LUX,Luxembourg
2022,5,룩셈부르크,Degree,8,LUX,Luxembourg
2022,5,르완다,Language,11,RWA,Rwanda
2022,5,르완다,Degree,129,RWA,Rwanda
2022,5,리비아,Language,5,LBY,Libya
2022,5,리비아,Degree,10,LBY,Libya
2022,5,리투아니아,Language,3,LTU,Lithuania
2022,5,리투아니아,Degree,55,LTU,Lithuania
2022,5,마다가스카르,Language,2,MDG,Madagascar
2022,5,마다가스카르,Degree,12,MDG,Madagascar
2022,5,마카오,Language,13,MAC,Macao SAR China
2022,5,마카오,Degree,19,MAC,Macao SAR China
2022,5,말라위,Degree,18,MWI,Malawi
2022,5,말레이시아,Language,194,MYS,Malaysia
2022,5,말레이시아,Degree,919,MYS,Malaysia
2022,5,말리,Language,8,MLI,Mali
2022,5,말리,Degree,22,MLI,Mali
2022,5,멕시코,Language,79,MEX,Mexico
2022,5,멕시코,Degree,293,MEX,Mexico
2022,5,모로코,Language,108,MAR,Morocco
2022,5,모로코,Degree,140,MAR,Morocco
2022,5,모리셔스,Language,2,MUS,Mauritius
2022,5,모리셔스,Degree,4,MUS,Mauritius
2022,5,모잠비크,Language,5,MOZ,Mozambique
2022,5,모잠비크,Degree,12,MOZ,Mozambique
2022,5,몬테네그로,Language,1,MNE,Montenegro
2022,5,몬테네그로,Degree,2,MNE,Montenegro
2022,5,몰도바,Language,2,MDA,Moldova
2022,5,몰도바,Degree,14,MDA,Moldova
2022,5,몰타,Degree,1,MLT,Malta
2022,5,몽골,Language,3341,MNG,Mongolia
2022,5,몽골,Degree,5926,MNG,Mongolia
2022,5,무국적,Degree,1,NA,"Stateless, refugee, or other"
2022,5,미국,Language,338,USA,United States
2022,5,미국,Degree,1999,USA,United States
2022,5,미등록국가,Degree,7,NA,"Stateless, refugee, or other"
2022,5,미얀마,Language,946,MMR,Myanmar (Burma)
2022,5,미얀마,Degree,936,MMR,Myanmar (Burma)
2022,5,바누아투,Degree,2,VUT,Vanuatu
2022,5,바레인,Language,3,BHR,Bahrain
2022,5,바레인,Degree,4,BHR,Bahrain
2022,5,바베이도스,Language,2,BRB,Barbados
2022,5,바베이도스,Degree,2,BRB,Barbados
2022,5,바하마,Degree,4,BHS,Bahamas
2022,5,방글라데시,Language,12,BGD,Bangladesh
2022,5,방글라데시,Language,44,BGD,Bangladesh
2022,5,방글라데시,Degree,1377,BGD,Bangladesh
2022,5,베냉,Language,1,BEN,Benin
2022,5,베냉,Degree,8,BEN,Benin
2022,5,베네수엘라,Language,3,VEN,Venezuela
2022,5,베네수엘라,Degree,17,VEN,Venezuela
2022,5,베트남,Language,3,VNM,Vietnam
2022,5,베트남,Language,34343,VNM,Vietnam
2022,5,베트남,Degree,31882,VNM,Vietnam
2022,5,벨기에,Language,22,BEL,Belgium
2022,5,벨기에,Degree,115,BEL,Belgium
2022,5,벨로루시,Language,28,BLR,Belarus
2022,5,벨로루시,Degree,43,BLR,Belarus
2022,5,벨리즈,Language,1,BLZ,Belize
2022,5,벨리즈,Degree,4,BLZ,Belize
2022,5,보스니아-헤르체고비나,Language,1,BIH,Bosnia & Herzegovina
2022,5,보스니아-헤르체고비나,Degree,5,BIH,Bosnia & Herzegovina
2022,5,보츠와나,Language,3,BWA,Botswana
2022,5,보츠와나,Degree,8,BWA,Botswana
2022,5,볼리비아,Language,8,BOL,Bolivia
2022,5,볼리비아,Degree,19,BOL,Bolivia
2022,5,부룬디,Language,1,BDI,Burundi
2022,5,부룬디,Degree,68,BDI,Burundi
2022,5,부르키나파소,Language,3,BFA,Burkina Faso
2022,5,부르키나파소,Degree,7,BFA,Burkina Faso
2022,5,부탄,Language,4,BTN,Bhutan
2022,5,부탄,Degree,18,BTN,Bhutan
2022,5,북마케도니아,Degree,2,MKD,North Macedonia
2022,5,불가리아,Language,11,BGR,Bulgaria
2022,5,불가리아,Degree,42,BGR,Bulgaria
2022,5,브라질,Language,100,BRA,Brazil
2022,5,브라질,Degree,175,BRA,Brazil
2022,5,브루나이,Language,6,BRN,Brunei
2022,5,브루나이,Degree,67,BRN,Brunei
2022,5,사우디아라비아,Language,14,SAU,Saudi Arabia
2022,5,사우디아라비아,Degree,57,SAU,Saudi Arabia
2022,5,세네갈,Language,6,SEN,Senegal
2022,5,세네갈,Degree,14,SEN,Senegal
2022,5,세르비아,Language,4,SRB,Serbia
2022,5,세르비아,Degree,13,SRB,Serbia
2022,5,세인트크리스토퍼네비스,Degree,1,KNA,St. Kitts & Nevis
2022,5,소말리아,Language,2,SOM,Somalia
2022,5,소말리아,Degree,9,SOM,Somalia
2022,5,수단,Language,6,SDN,Sudan
2022,5,수단,Degree,34,SDN,Sudan
2022,5,수리남,Degree,1,SUR,Suriname
2022,5,스리랑카,Language,116,LKA,Sri Lanka
2022,5,스리랑카,Degree,260,LKA,Sri Lanka
2022,5,스웨덴,Language,67,SWE,Sweden
2022,5,스웨덴,Degree,157,SWE,Sweden
2022,5,스위스,Language,37,CHE,Switzerland
2022,5,스위스,Degree,121,CHE,Switzerland
2022,5,스페인,Language,88,ESP,Spain
2022,5,스페인,Degree,417,ESP,Spain
2022,5,슬로바크,Language,5,SVK,Slovakia
2022,5,슬로바크,Degree,30,SVK,Slovakia
2022,5,슬로베니아,Language,4,SVN,Slovenia
2022,5,슬로베니아,Degree,17,SVN,Slovenia
2022,5,시리아,Language,2,SYR,Syria
2022,5,시리아,Degree,13,SYR,Syria
2022,5,시에라리온,Degree,7,SLE,Sierra Leone
2022,5,싱가포르,Language,58,SGP,Singapore
2022,5,싱가포르,Degree,218,SGP,Singapore
2022,5,아랍에미리트연합,Language,1,ARE,United Arab Emirates
2022,5,아랍에미리트연합,Degree,54,ARE,United Arab Emirates
2022,5,아르메니아,Language,9,ARM,Armenia
2022,5,아르메니아,Degree,14,ARM,Armenia
2022,5,아르헨티나,Language,8,ARG,Argentina
2022,5,아르헨티나,Degree,21,ARG,Argentina
2022,5,아이슬란드,Language,1,ISL,Iceland
2022,5,아이슬란드,Degree,3,ISL,Iceland
2022,5,아이티,Language,2,HTI,Haiti
2022,5,아이티,Degree,2,HTI,Haiti
2022,5,아일랜드,Language,11,IRL,Ireland
2022,5,아일랜드,Degree,42,IRL,Ireland
2022,5,아제르바이잔,Language,21,AZE,Azerbaijan
2022,5,아제르바이잔,Degree,99,AZE,Azerbaijan
2022,5,아프가니스탄,Language,17,AFG,Afghanistan
2022,5,아프가니스탄,Degree,57,AFG,Afghanistan
2022,5,안도라,Degree,1,AND,Andorra
2022,5,알바니아,Language,3,ALB,Albania
2022,5,알바니아,Degree,7,ALB,Albania
2022,5,알제리,Language,17,DZA,Algeria
2022,5,알제리,Degree,32,DZA,Algeria
2022,5,앙골라,Language,7,AGO,Angola
2022,5,앙골라,Degree,14,AGO,Angola
2022,5,에리트레아,Degree,1,ERI,Eritrea
2022,5,에스와티니,Language,1,SWZ,Eswatini
2022,5,에스와티니,Degree,6,SWZ,Eswatini
2022,5,에스토니아,Language,1,EST,Estonia
2022,5,에스토니아,Degree,19,EST,Estonia
2022,5,에콰도르,Language,22,ECU,Ecuador
2022,5,에콰도르,Degree,71,ECU,Ecuador
2022,5,에티오피아,Language,19,ETH,Ethiopia
2022,5,에티오피아,Degree,271,ETH,Ethiopia
2022,5,엘살바도르,Language,10,SLV,El Salvador
2022,5,엘살바도르,Degree,19,SLV,El Salvador
2022,5,영국,Language,52,GBR,United Kingdom
2022,5,영국,Degree,269,GBR,United Kingdom
2022,5,영국외지민,Language,10,GBR,United Kingdom
2022,5,영국외지민,Degree,5,GBR,United Kingdom
2022,5,예멘공화국,Language,5,YEM,Yemen
2022,5,예멘공화국,Degree,21,YEM,Yemen
2022,5,오만,Language,3,OMN,Oman
2022,5,오만,Degree,5,OMN,Oman
2022,5,오스트레일리아,Language,36,AUS,Australia
2022,5,오스트레일리아,Degree,39,AUS,Australia
2022,5,오스트리아,Language,7,AUT,Austria
2022,5,오스트리아,Degree,82,AUT,Austria
2022,5,온두라스,Language,5,HND,Honduras
2022,5,온두라스,Degree,7,HND,Honduras
2022,5,요르단,Language,7,JOR,Jordan
2022,5,요르단,Degree,36,JOR,Jordan
2022,5,우간다,Language,27,UGA,Uganda
2022,5,우간다,Degree,136,UGA,Uganda
2022,5,우루과이,Language,5,URY,Uruguay
2022,5,우루과이,Degree,6,URY,Uruguay
2022,5,우즈베키스탄,Language,1659,UZB,Uzbekistan
2022,5,우즈베키스탄,Degree,7387,UZB,Uzbekistan
2022,5,우크라이나,Language,55,UKR,Ukraine
2022,5,우크라이나,Degree,100,UKR,Ukraine
2022,5,이라크,Language,6,IRQ,Iraq
2022,5,이라크,Degree,32,IRQ,Iraq
2022,5,이란,Language,82,IRN,Iran
2022,5,이란,Degree,302,IRN,Iran
2022,5,이스라엘,Language,24,ISR,Israel
2022,5,이스라엘,Degree,19,ISR,Israel
2022,5,이집트,Language,34,EGY,Egypt
2022,5,이집트,Degree,102,EGY,Egypt
2022,5,이탈리아,Language,124,ITA,Italy
2022,5,이탈리아,Degree,282,ITA,Italy
2022,5,인도,Language,190,IND,India
2022,5,인도,Degree,1441,IND,India
2022,5,인도네시아,Language,261,IDN,Indonesia
2022,5,인도네시아,Degree,1866,IDN,Indonesia
2022,5,일본,Language,2526,JPN,Japan
2022,5,일본,Degree,2584,JPN,Japan
2022,5,자메이카,Language,1,JAM,Jamaica
2022,5,자메이카,Degree,8,JAM,Jamaica
2022,5,잠비아,Language,5,ZMB,Zambia
2022,5,잠비아,Degree,30,ZMB,Zambia
2022,5,적도기니,Language,1,GNQ,Equatorial Guinea
2022,5,적도기니,Degree,3,GNQ,Equatorial Guinea
2022,5,조지아,Language,8,GEO,Georgia
2022,5,조지아,Degree,25,GEO,Georgia
2022,5,중국,Language,4557,CHN,China
2022,5,중국,Degree,43956,CHN,China
2022,5,중앙아프리카공화국,Language,5,CAF,Central African Republic
2022,5,지부티,Degree,1,DJI,Djibouti
2022,5,짐바브웨,Language,2,ZWE,Zimbabwe
2022,5,짐바브웨,Degree,25,ZWE,Zimbabwe
2022,5,차드,Degree,7,TCD,Chad
2022,5,체코,Language,11,CZE,Czechia
2022,5,체코,Degree,79,CZE,Czechia
2022,5,칠레,Language,77,CHL,Chile
2022,5,칠레,Degree,43,CHL,Chile
2022,5,카메룬,Language,15,CMR,Cameroon
2022,5,카메룬,Degree,222,CMR,Cameroon
2022,5,카자흐스탄,Language,1,KAZ,Kazakhstan
2022,5,카자흐스탄,Language,154,KAZ,Kazakhstan
2022,5,카자흐스탄,Degree,650,KAZ,Kazakhstan
2022,5,카타르,Degree,5,QAT,Qatar
2022,5,캄보디아,Language,83,KHM,Cambodia
2022,5,캄보디아,Degree,364,KHM,Cambodia
2022,5,캐나다,Language,59,CAN,Canada
2022,5,캐나다,Degree,166,CAN,Canada
2022,5,케냐,Language,22,KEN,Kenya
2022,5,케냐,Degree,136,KEN,Kenya
2022,5,코소보,Degree,1,XKX,Kosovo
2022,5,코스타리카,Language,16,CRI,Costa Rica
2022,5,코스타리카,Degree,20,CRI,Costa Rica
2022,5,코트디부아르,Language,5,CIV,Côte d’Ivoire
2022,5,코트디부아르,Degree,22,CIV,Côte d’Ivoire
2022,5,콜롬비아,Language,48,COL,Colombia
2022,5,콜롬비아,Degree,107,COL,Colombia
2022,5,콩고,Degree,1,COG,Congo - Brazzaville
2022,5,콩고민주공화국,Language,8,COD,Congo - Kinshasa
2022,5,콩고민주공화국,Degree,63,COD,Congo - Kinshasa
2022,5,쿠바,Language,2,CUB,Cuba
2022,5,쿠바,Degree,1,CUB,Cuba
2022,5,쿠웨이트,Language,1,KWT,Kuwait
2022,5,쿠웨이트,Degree,1,KWT,Kuwait
2022,5,크로아티아,Language,2,HRV,Croatia
2022,5,크로아티아,Degree,10,HRV,Croatia
2022,5,키르기즈,Language,112,KGZ,Kyrgyzstan
2022,5,키르기즈,Degree,319,KGZ,Kyrgyzstan
2022,5,키프로스,Language,2,CYP,Cyprus
2022,5,태국,Language,474,THA,Thailand
2022,5,태국,Degree,542,THA,Thailand
2022,5,타이완,Language,471,TWN,Taiwan
2022,5,타이완,Degree,816,TWN,Taiwan
2022,5,타지키스탄,Language,42,TJK,Tajikistan
2022,5,타지키스탄,Degree,113,TJK,Tajikistan
2022,5,탄자니아,Language,19,TZA,Tanzania
2022,5,탄자니아,Degree,136,TZA,Tanzania
2022,5,터키,Language,143,TUR,Turkey
2022,5,터키,Degree,370,TUR,Turkey
2022,5,토고,Language,1,TGO,Togo
2022,5,토고,Degree,6,TGO,Togo
2022,5,투르크메니스탄,Language,20,TKM,Turkmenistan
2022,5,투르크메니스탄,Degree,37,TKM,Turkmenistan
2022,5,튀니지,Language,8,TUN,Tunisia
2022,5,튀니지,Degree,44,TUN,Tunisia
2022,5,트리니다드토바고,Language,4,TTO,Trinidad & Tobago
2022,5,트리니다드토바고,Degree,9,TTO,Trinidad & Tobago
2022,5,티모르민주공화국,Language,5,TLS,Timor-Leste
2022,5,티모르민주공화국,Degree,19,TLS,Timor-Leste
2022,5,파나마,Language,10,PAN,Panama
2022,5,파나마,Degree,13,PAN,Panama
2022,5,파라과이,Language,8,PRY,Paraguay
2022,5,파라과이,Degree,27,PRY,Paraguay
2022,5,파키스탄,Language,32,PAK,Pakistan
2022,5,파키스탄,Degree,1411,PAK,Pakistan
2022,5,파푸아뉴기니,Degree,3,PNG,Papua New Guinea
2022,5,팔레스타인,Language,4,PSE,Palestinian Territories
2022,5,팔레스타인,Degree,5,PSE,Palestinian Territories
2022,5,페루,Language,37,PER,Peru
2022,5,페루,Degree,76,PER,Peru
2022,5,포르투갈,Language,8,PRT,Portugal
2022,5,포르투갈,Degree,51,PRT,Portugal
2022,5,폴란드,Language,34,POL,Poland
2022,5,폴란드,Degree,144,POL,Poland
2022,5,프랑스,Language,337,FRA,France
2022,5,프랑스,Degree,2016,FRA,France
2022,5,피지,Language,4,FJI,Fiji
2022,5,피지,Degree,5,FJI,Fiji
2022,5,핀란드,Language,10,FIN,Finland
2022,5,핀란드,Degree,207,FIN,Finland
2022,5,필리핀,Language,103,PHL,Philippines
2022,5,필리핀,Degree,430,PHL,Philippines
2022,5,한국계중국인,Language,3,CHN,China
2022,5,한국계중국인,Degree,674,CHN,China
2022,5,헝가리,Language,11,HUN,Hungary
2022,5,헝가리,Degree,53,HUN,Hungary
2022,5,홍콩,Language,285,HKG,Hong Kong SAR China
2022,5,홍콩,Degree,502,HKG,Hong Kong SAR China
2022,6,가나,Language,15,GHA,Ghana
2022,6,가나,Degree,241,GHA,Ghana
2022,6,가봉,Language,12,GAB,Gabon
2022,6,가봉,Degree,29,GAB,Gabon
2022,6,가이아나,Degree,2,GUY,Guyana
2022,6,감비아,Degree,8,GMB,Gambia
2022,6,과테말라,Language,6,GTM,Guatemala
2022,6,과테말라,Degree,17,GTM,Guatemala
2022,6,그리스,Language,3,GRC,Greece
2022,6,그리스,Degree,9,GRC,Greece
2022,6,기니,Language,6,GIN,Guinea
2022,6,기니,Degree,12,GIN,Guinea
2022,6,나우루,Degree,1,NRU,Nauru
2022,6,나이지리아,Language,25,NGA,Nigeria
2022,6,나이지리아,Degree,304,NGA,Nigeria
2022,6,남수단공화국,Degree,12,SSD,South Sudan
2022,6,남아프리카공화국,Language,5,ZAF,South Africa
2022,6,남아프리카공화국,Degree,20,ZAF,South Africa
2022,6,네덜란드,Language,36,NLD,Netherlands
2022,6,네덜란드,Degree,313,NLD,Netherlands
2022,6,네팔,Language,183,NPL,Nepal
2022,6,네팔,Degree,2505,NPL,Nepal
2022,6,네팔,Language,1,NPL,Nepal
2022,6,노르웨이,Language,24,NOR,Norway
2022,6,노르웨이,Degree,101,NOR,Norway
2022,6,뉴질랜드,Language,2,NZL,New Zealand
2022,6,뉴질랜드,Degree,9,NZL,New Zealand
2022,6,니제르,Degree,1,NER,Niger
2022,6,니카라과,Language,3,NIC,Nicaragua
2022,6,니카라과,Degree,4,NIC,Nicaragua
2022,6,덴마크,Language,10,DNK,Denmark
2022,6,덴마크,Degree,52,DNK,Denmark
2022,6,도미니카공화국,Language,9,DOM,Dominican Republic
2022,6,도미니카공화국,Degree,21,DOM,Dominican Republic
2022,6,도미니카공화국,Language,2,DOM,Dominican Republic
2022,6,독일,Language,115,DEU,Germany
2022,6,독일,Degree,1078,DEU,Germany
2022,6,라오스,Language,29,LAO,Laos
2022,6,라오스,Degree,100,LAO,Laos
2022,6,라이베리아,Language,5,LBR,Liberia
2022,6,라이베리아,Degree,23,LBR,Liberia
2022,6,라트비아,Language,5,LVA,Latvia
2022,6,라트비아,Degree,14,LVA,Latvia
2022,6,러시아(연방),Language,673,RUS,Russia
2022,6,러시아(연방),Degree,775,RUS,Russia
2022,6,레바논,Language,2,LBN,Lebanon
2022,6,레바논,Degree,4,LBN,Lebanon
2022,6,레소토,Degree,3,LSO,Lesotho
2022,6,루마니아,Language,14,ROU,Romania
2022,6,루마니아,Degree,50,ROU,Romania
2022,6,룩셈부르크,Language,1,LUX,Luxembourg
2022,6,룩셈부르크,Degree,8,LUX,Luxembourg
2022,6,르완다,Language,11,RWA,Rwanda
2022,6,르완다,Degree,128,RWA,Rwanda
2022,6,리비아,Language,5,LBY,Libya
2022,6,리비아,Degree,10,LBY,Libya
2022,6,리투아니아,Language,3,LTU,Lithuania
2022,6,리투아니아,Degree,46,LTU,Lithuania
2022,6,마다가스카르,Language,2,MDG,Madagascar
2022,6,마다가스카르,Degree,11,MDG,Madagascar
2022,6,마카오,Language,13,MAC,Macao SAR China
2022,6,마카오,Degree,20,MAC,Macao SAR China
2022,6,말라위,Degree,18,MWI,Malawi
2022,6,말레이시아,Language,200,MYS,Malaysia
2022,6,말레이시아,Degree,879,MYS,Malaysia
2022,6,말리,Language,8,MLI,Mali
2022,6,말리,Degree,22,MLI,Mali
2022,6,멕시코,Language,75,MEX,Mexico
2022,6,멕시코,Degree,246,MEX,Mexico
2022,6,모로코,Language,112,MAR,Morocco
2022,6,모로코,Degree,122,MAR,Morocco
2022,6,모리셔스,Language,2,MUS,Mauritius
2022,6,모리셔스,Degree,4,MUS,Mauritius
2022,6,모잠비크,Language,5,MOZ,Mozambique
2022,6,모잠비크,Degree,12,MOZ,Mozambique
2022,6,몬테네그로,Language,1,MNE,Montenegro
2022,6,몬테네그로,Degree,2,MNE,Montenegro
2022,6,몰도바,Language,1,MDA,Moldova
2022,6,몰도바,Degree,13,MDA,Moldova
2022,6,몰타,Degree,1,MLT,Malta
2022,6,몽골,Language,3545,MNG,Mongolia
2022,6,몽골,Degree,5913,MNG,Mongolia
2022,6,무국적,Degree,1,NA,"Stateless, refugee, or other"
2022,6,미국,Language,321,USA,United States
2022,6,미국,Degree,1656,USA,United States
2022,6,미국,Language,1,USA,United States
2022,6,미등록국가,Degree,6,NA,"Stateless, refugee, or other"
2022,6,미얀마,Language,1084,MMR,Myanmar (Burma)
2022,6,미얀마,Degree,939,MMR,Myanmar (Burma)
2022,6,바누아투,Degree,2,VUT,Vanuatu
2022,6,바레인,Language,3,BHR,Bahrain
2022,6,바레인,Degree,4,BHR,Bahrain
2022,6,바베이도스,Language,2,BRB,Barbados
2022,6,바베이도스,Degree,2,BRB,Barbados
2022,6,바하마,Degree,4,BHS,Bahamas
2022,6,방글라데시,Language,44,BGD,Bangladesh
2022,6,방글라데시,Degree,1371,BGD,Bangladesh
2022,6,방글라데시,Language,12,BGD,Bangladesh
2022,6,베냉,Language,1,BEN,Benin
2022,6,베냉,Degree,7,BEN,Benin
2022,6,베네수엘라,Language,3,VEN,Venezuela
2022,6,베네수엘라,Degree,18,VEN,Venezuela
2022,6,베트남,Language,36115,VNM,Vietnam
2022,6,베트남,Degree,31830,VNM,Vietnam
2022,6,베트남,Language,3,VNM,Vietnam
2022,6,벨기에,Language,18,BEL,Belgium
2022,6,벨기에,Degree,100,BEL,Belgium
2022,6,벨로루시,Language,29,BLR,Belarus
2022,6,벨로루시,Degree,43,BLR,Belarus
2022,6,벨리즈,Language,1,BLZ,Belize
2022,6,벨리즈,Degree,4,BLZ,Belize
2022,6,보스니아-헤르체고비나,Language,1,BIH,Bosnia & Herzegovina
2022,6,보스니아-헤르체고비나,Degree,5,BIH,Bosnia & Herzegovina
2022,6,보츠와나,Language,4,BWA,Botswana
2022,6,보츠와나,Degree,8,BWA,Botswana
2022,6,볼리비아,Language,8,BOL,Bolivia
2022,6,볼리비아,Degree,19,BOL,Bolivia
2022,6,부룬디,Language,1,BDI,Burundi
2022,6,부룬디,Degree,67,BDI,Burundi
2022,6,부르키나파소,Language,3,BFA,Burkina Faso
2022,6,부르키나파소,Degree,7,BFA,Burkina Faso
2022,6,부탄,Language,4,BTN,Bhutan
2022,6,부탄,Degree,18,BTN,Bhutan
2022,6,북마케도니아,Degree,2,MKD,North Macedonia
2022,6,불가리아,Language,11,BGR,Bulgaria
2022,6,불가리아,Degree,38,BGR,Bulgaria
2022,6,브라질,Language,100,BRA,Brazil
2022,6,브라질,Degree,175,BRA,Brazil
2022,6,브루나이,Language,6,BRN,Brunei
2022,6,브루나이,Degree,33,BRN,Brunei
2022,6,사우디아라비아,Language,14,SAU,Saudi Arabia
2022,6,사우디아라비아,Degree,58,SAU,Saudi Arabia
2022,6,세네갈,Language,6,SEN,Senegal
2022,6,세네갈,Degree,14,SEN,Senegal
2022,6,세르비아,Language,5,SRB,Serbia
2022,6,세르비아,Degree,13,SRB,Serbia
2022,6,세인트크리스토퍼네비스,Degree,1,KNA,St. Kitts & Nevis
2022,6,소말리아,Language,2,SOM,Somalia
2022,6,소말리아,Degree,9,SOM,Somalia
2022,6,수단,Language,6,SDN,Sudan
2022,6,수단,Degree,35,SDN,Sudan
2022,6,수리남,Degree,1,SUR,Suriname
2022,6,스리랑카,Language,117,LKA,Sri Lanka
2022,6,스리랑카,Degree,259,LKA,Sri Lanka
2022,6,스웨덴,Language,59,SWE,Sweden
2022,6,스웨덴,Degree,137,SWE,Sweden
2022,6,스위스,Language,33,CHE,Switzerland
2022,6,스위스,Degree,117,CHE,Switzerland
2022,6,스페인,Language,82,ESP,Spain
2022,6,스페인,Degree,336,ESP,Spain
2022,6,슬로바크,Language,4,SVK,Slovakia
2022,6,슬로바크,Degree,27,SVK,Slovakia
2022,6,슬로베니아,Language,4,SVN,Slovenia
2022,6,슬로베니아,Degree,16,SVN,Slovenia
2022,6,시리아,Language,1,SYR,Syria
2022,6,시리아,Degree,13,SYR,Syria
2022,6,시에라리온,Degree,7,SLE,Sierra Leone
2022,6,싱가포르,Language,56,SGP,Singapore
2022,6,싱가포르,Degree,178,SGP,Singapore
2022,6,아랍에미리트연합,Language,1,ARE,United Arab Emirates
2022,6,아랍에미리트연합,Degree,54,ARE,United Arab Emirates
2022,6,아르메니아,Language,10,ARM,Armenia
2022,6,아르메니아,Degree,14,ARM,Armenia
2022,6,아르헨티나,Language,7,ARG,Argentina
2022,6,아르헨티나,Degree,19,ARG,Argentina
2022,6,아이슬란드,Language,1,ISL,Iceland
2022,6,아이슬란드,Degree,3,ISL,Iceland
2022,6,아이티,Language,2,HTI,Haiti
2022,6,아이티,Degree,2,HTI,Haiti
2022,6,아일랜드,Language,8,IRL,Ireland
2022,6,아일랜드,Degree,40,IRL,Ireland
2022,6,아제르바이잔,Language,23,AZE,Azerbaijan
2022,6,아제르바이잔,Degree,97,AZE,Azerbaijan
2022,6,아프가니스탄,Language,14,AFG,Afghanistan
2022,6,아프가니스탄,Degree,56,AFG,Afghanistan
2022,6,안도라,Degree,1,AND,Andorra
2022,6,알바니아,Language,3,ALB,Albania
2022,6,알바니아,Degree,7,ALB,Albania
