year,type_of_school,classification,region,school,field,number_of_students
2023,University,Private,Seoul,Sookmyung Women'S University ,Students for language course,53
2023,University,Private,Seoul,Sookmyung Women'S University ,Exchange students,104
2023,University,Private,Seoul,Sookmyung Women'S University ,Visiting students,6
2023,University,Private,Seoul,Sookmyung Women'S University ,Other trainees,0
2023,University,Private,Chungcheongnam-do,Soonchunhyang University ,Humanities and social science field,452
2023,University,Private,Chungcheongnam-do,Soonchunhyang University ,Natural science field,11
2023,University,Private,Chungcheongnam-do,Soonchunhyang University ,Engineering field,81
2023,University,Private,Chungcheongnam-do,Soonchunhyang University ,Arts and physical education field,5
2023,University,Private,Chungcheongnam-do,Soonchunhyang University ,Medicine field,0
2023,University,Private,Chungcheongnam-do,Soonchunhyang University ,Students for language course,145
2023,University,Private,Chungcheongnam-do,Soonchunhyang University ,Exchange students,140
2023,University,Private,Chungcheongnam-do,Soonchunhyang University ,Visiting students,0
2023,University,Private,Chungcheongnam-do,Soonchunhyang University ,Other trainees,0
2023,University,Private,Seoul,Soongsil University ,Humanities and social science field,1302
2023,University,Private,Seoul,Soongsil University ,Natural science field,4
2023,University,Private,Seoul,Soongsil University ,Engineering field,120
2023,University,Private,Seoul,Soongsil University ,Arts and physical education field,15
2023,University,Private,Seoul,Soongsil University ,Medicine field,0
2023,University,Private,Seoul,Soongsil University ,Students for language course,348
2023,University,Private,Seoul,Soongsil University ,Exchange students,130
2023,University,Private,Seoul,Soongsil University ,Visiting students,5
2023,University,Private,Seoul,Soongsil University ,Other trainees,0
2023,University,Private,Chungcheongnam-do,Sun Moon University ,Humanities and social science field,928
2023,University,Private,Chungcheongnam-do,Sun Moon University ,Natural science field,43
2023,University,Private,Chungcheongnam-do,Sun Moon University ,Engineering field,166
2023,University,Private,Chungcheongnam-do,Sun Moon University ,Arts and physical education field,63
2023,University,Private,Chungcheongnam-do,Sun Moon University ,Medicine field,0
2023,University,Private,Chungcheongnam-do,Sun Moon University ,Students for language course,284
2023,University,Private,Chungcheongnam-do,Sun Moon University ,Exchange students,11
2023,University,Private,Chungcheongnam-do,Sun Moon University ,Visiting students,0
2023,University,Private,Chungcheongnam-do,Sun Moon University ,Other trainees,0
2023,University,National,Jeollanam-do,Sunchon National University ,Humanities and social science field,108
2023,University,National,Jeollanam-do,Sunchon National University ,Natural science field,14
2023,University,National,Jeollanam-do,Sunchon National University ,Engineering field,11
2023,University,National,Jeollanam-do,Sunchon National University ,Arts and physical education field,16
2023,University,National,Jeollanam-do,Sunchon National University ,Medicine field,0
2023,University,National,Jeollanam-do,Sunchon National University ,Students for language course,137
2023,University,National,Jeollanam-do,Sunchon National University ,Exchange students,2
2023,University,National,Jeollanam-do,Sunchon National University ,Visiting students,0
2023,University,National,Jeollanam-do,Sunchon National University ,Other trainees,0
2023,University,Private,Seoul,Sungkonghoe University ,Humanities and social science field,2
2023,University,Private,Seoul,Sungkonghoe University ,Natural science field,0
2023,University,Private,Seoul,Sungkonghoe University ,Engineering field,0
2023,University,Private,Seoul,Sungkonghoe University ,Arts and physical education field,0
2023,University,Private,Seoul,Sungkonghoe University ,Medicine field,0
2023,University,Private,Seoul,Sungkonghoe University ,Students for language course,0
2023,University,Private,Seoul,Sungkonghoe University ,Exchange students,22
2023,University,Private,Seoul,Sungkonghoe University ,Visiting students,0
2023,University,Private,Seoul,Sungkonghoe University ,Other trainees,0
2023,University,Private,Gyeonggi-do,Sungkyul University ,Humanities and social science field,35
2023,University,Private,Gyeonggi-do,Sungkyul University ,Natural science field,0
2023,University,Private,Gyeonggi-do,Sungkyul University ,Engineering field,0
2023,University,Private,Gyeonggi-do,Sungkyul University ,Arts and physical education field,12
2023,University,Private,Gyeonggi-do,Sungkyul University ,Medicine field,0
2023,University,Private,Gyeonggi-do,Sungkyul University ,Students for language course,183
2023,University,Private,Gyeonggi-do,Sungkyul University ,Exchange students,7
2023,University,Private,Gyeonggi-do,Sungkyul University ,Visiting students,0
2023,University,Private,Gyeonggi-do,Sungkyul University ,Other trainees,0
2023,University,Private,Seoul,Sungkyunkwan University ,Humanities and social science field,2041
2023,University,Private,Seoul,Sungkyunkwan University ,Natural science field,37
2023,University,Private,Seoul,Sungkyunkwan University ,Engineering field,277
2023,University,Private,Seoul,Sungkyunkwan University ,Arts and physical education field,231
2023,University,Private,Seoul,Sungkyunkwan University ,Medicine field,0
2023,University,Private,Seoul,Sungkyunkwan University ,Students for language course,360
2023,University,Private,Seoul,Sungkyunkwan University ,Exchange students,933
2023,University,Private,Seoul,Sungkyunkwan University ,Visiting students,48
2023,University,Private,Seoul,Sungkyunkwan University ,Other trainees,0
2023,University,Private,Seoul,Sungshin Women'S University ,Humanities and social science field,14
2023,University,Private,Seoul,Sungshin Women'S University ,Natural science field,5
2023,University,Private,Seoul,Sungshin Women'S University ,Engineering field,3
2023,University,Private,Seoul,Sungshin Women'S University ,Arts and physical education field,37
2023,University,Private,Seoul,Sungshin Women'S University ,Medicine field,0
2023,University,Private,Seoul,Sungshin Women'S University ,Students for language course,300
2023,University,Private,Seoul,Sungshin Women'S University ,Exchange students,132
2023,University,Private,Seoul,Sungshin Women'S University ,Visiting students,0
2023,University,Private,Seoul,Sungshin Women'S University ,Other trainees,0
2023,University,Private,Gyeonggi-do,Suwon Catholic University ,Humanities and social science field,6
2023,University,Private,Gyeonggi-do,Suwon Catholic University ,Natural science field,0
2023,University,Private,Gyeonggi-do,Suwon Catholic University ,Engineering field,0
2023,University,Private,Gyeonggi-do,Suwon Catholic University ,Arts and physical education field,0
2023,University,Private,Gyeonggi-do,Suwon Catholic University ,Medicine field,0
2023,University,Private,Gyeonggi-do,Suwon Catholic University ,Students for language course,0
2023,University,Private,Gyeonggi-do,Suwon Catholic University ,Exchange students,0
2023,University,Private,Gyeonggi-do,Suwon Catholic University ,Visiting students,0
2023,University,Private,Gyeonggi-do,Suwon Catholic University ,Other trainees,0
2023,University,Private,Gyeonggi-do,Tech University of Korea ,Humanities and social science field,79
2023,University,Private,Gyeonggi-do,Tech University of Korea ,Natural science field,0
2023,University,Private,Gyeonggi-do,Tech University of Korea ,Engineering field,88
2023,University,Private,Gyeonggi-do,Tech University of Korea ,Arts and physical education field,0
2023,University,Private,Gyeonggi-do,Tech University of Korea ,Medicine field,0
2023,University,Private,Gyeonggi-do,Tech University of Korea ,Students for language course,212
2023,University,Private,Gyeonggi-do,Tech University of Korea ,Exchange students,3
2023,University,Private,Gyeonggi-do,Tech University of Korea ,Visiting students,0
2023,University,Private,Gyeonggi-do,Tech University of Korea ,Other trainees,0
2023,University,Private,Seoul,The Catholic University Of Korea _Campus 3,Humanities and social science field,6
2023,University,Private,Seoul,The Catholic University Of Korea _Campus 3,Natural science field,0
2023,University,Private,Seoul,The Catholic University Of Korea _Campus 3,Engineering field,0
2023,University,Private,Seoul,The Catholic University Of Korea _Campus 3,Arts and physical education field,0
2023,University,Private,Seoul,The Catholic University Of Korea _Campus 3,Medicine field,0
2023,University,Private,Seoul,The Catholic University Of Korea _Campus 3,Students for language course,0
2023,University,Private,Seoul,The Catholic University Of Korea _Campus 3,Exchange students,0
2023,University,Private,Seoul,The Catholic University Of Korea _Campus 3,Visiting students,0
2023,University,Private,Seoul,The Catholic University Of Korea _Campus 3,Other trainees,0
2023,University,Private,Gyeonggi-do,The Catholic University Of Korea ,Humanities and social science field,354
2023,University,Private,Gyeonggi-do,The Catholic University Of Korea ,Natural science field,73
2023,University,Private,Gyeonggi-do,The Catholic University Of Korea ,Engineering field,39
2023,University,Private,Gyeonggi-do,The Catholic University Of Korea ,Arts and physical education field,18
2023,University,Private,Gyeonggi-do,The Catholic University Of Korea ,Medicine field,0
2023,University,Private,Gyeonggi-do,The Catholic University Of Korea ,Students for language course,250
2023,University,Private,Gyeonggi-do,The Catholic University Of Korea ,Exchange students,81
2023,University,Private,Gyeonggi-do,The Catholic University Of Korea ,Visiting students,0
2023,University,Private,Gyeonggi-do,The Catholic University Of Korea ,Other trainees,0
2023,Cyber University (University),Private,Seoul,The Cyber University Of Korea ,Humanities and social science field,130
2023,Cyber University (University),Private,Seoul,The Cyber University Of Korea ,Natural science field,0
2023,Cyber University (University),Private,Seoul,The Cyber University Of Korea ,Engineering field,31
2023,Cyber University (University),Private,Seoul,The Cyber University Of Korea ,Arts and physical education field,0
2023,Cyber University (University),Private,Seoul,The Cyber University Of Korea ,Medicine field,0
2023,Cyber University (University),Private,Seoul,The Cyber University Of Korea ,Students for language course,0
2023,Cyber University (University),Private,Seoul,The Cyber University Of Korea ,Exchange students,0
2023,Cyber University (University),Private,Seoul,The Cyber University Of Korea ,Visiting students,0
2023,Cyber University (University),Private,Seoul,The Cyber University Of Korea ,Other trainees,0
2023,University,Private,Gyeonggi-do,The University Of Suwon ,Humanities and social science field,93
2023,University,Private,Gyeonggi-do,The University Of Suwon ,Natural science field,0
2023,University,Private,Gyeonggi-do,The University Of Suwon ,Engineering field,0
2023,University,Private,Gyeonggi-do,The University Of Suwon ,Arts and physical education field,2
2023,University,Private,Gyeonggi-do,The University Of Suwon ,Medicine field,0
2023,University,Private,Gyeonggi-do,The University Of Suwon ,Students for language course,0
2023,University,Private,Gyeonggi-do,The University Of Suwon ,Exchange students,1
2023,University,Private,Gyeonggi-do,The University Of Suwon ,Visiting students,0
2023,University,Private,Gyeonggi-do,The University Of Suwon ,Other trainees,0
2023,University,Private,Busan,Tongmyong University ,Humanities and social science field,431
2023,University,Private,Busan,Tongmyong University ,Natural science field,1
2023,University,Private,Busan,Tongmyong University ,Engineering field,61
2023,University,Private,Busan,Tongmyong University ,Arts and physical education field,30
2023,University,Private,Busan,Tongmyong University ,Medicine field,0
2023,University,Private,Busan,Tongmyong University ,Students for language course,14
2023,University,Private,Busan,Tongmyong University ,Exchange students,2
2023,University,Private,Busan,Tongmyong University ,Visiting students,0
2023,University,Private,Busan,Tongmyong University ,Other trainees,0
2023,University,Private,Chungcheongbuk-do,U1 University ,Humanities and social science field,87
2023,University,Private,Chungcheongbuk-do,U1 University ,Natural science field,6
2023,University,Private,Chungcheongbuk-do,U1 University ,Engineering field,6
2023,University,Private,Chungcheongbuk-do,U1 University ,Arts and physical education field,3
2023,University,Private,Chungcheongbuk-do,U1 University ,Medicine field,0
2023,University,Private,Chungcheongbuk-do,U1 University ,Students for language course,180
2023,University,Private,Chungcheongbuk-do,U1 University ,Exchange students,0
2023,University,Private,Chungcheongbuk-do,U1 University ,Visiting students,0
2023,University,Private,Chungcheongbuk-do,U1 University ,Other trainees,0
2023,University,Private,Gyeongsangbuk-do,Uiduk University ,Humanities and social science field,67
2023,University,Private,Gyeongsangbuk-do,Uiduk University ,Natural science field,2
2023,University,Private,Gyeongsangbuk-do,Uiduk University ,Engineering field,4
2023,University,Private,Gyeongsangbuk-do,Uiduk University ,Arts and physical education field,3
2023,University,Private,Gyeongsangbuk-do,Uiduk University ,Medicine field,0
2023,University,Private,Gyeongsangbuk-do,Uiduk University ,Students for language course,10
2023,University,Private,Gyeongsangbuk-do,Uiduk University ,Exchange students,1
2023,University,Private,Gyeongsangbuk-do,Uiduk University ,Visiting students,0
2023,University,Private,Gyeongsangbuk-do,Uiduk University ,Other trainees,0
2023,University,Special Act for corporation,Ulsan,Ulsan National Institute of Science and Technology ,Humanities and social science field,17
2023,University,Special Act for corporation,Ulsan,Ulsan National Institute of Science and Technology ,Natural science field,8
2023,University,Special Act for corporation,Ulsan,Ulsan National Institute of Science and Technology ,Engineering field,91
2023,University,Special Act for corporation,Ulsan,Ulsan National Institute of Science and Technology ,Arts and physical education field,0
2023,University,Special Act for corporation,Ulsan,Ulsan National Institute of Science and Technology ,Medicine field,0
2023,University,Special Act for corporation,Ulsan,Ulsan National Institute of Science and Technology ,Students for language course,0
2023,University,Special Act for corporation,Ulsan,Ulsan National Institute of Science and Technology ,Exchange students,0
2023,University,Special Act for corporation,Ulsan,Ulsan National Institute of Science and Technology ,Visiting students,0
2023,University,Special Act for corporation,Ulsan,Ulsan National Institute of Science and Technology ,Other trainees,1
2023,University,Public,Seoul,University Of Seoul ,Humanities and social science field,190
2023,University,Public,Seoul,University Of Seoul ,Natural science field,5
2023,University,Public,Seoul,University Of Seoul ,Engineering field,27
2023,University,Public,Seoul,University Of Seoul ,Arts and physical education field,6
2023,University,Public,Seoul,University Of Seoul ,Medicine field,0
2023,University,Public,Seoul,University Of Seoul ,Students for language course,247
2023,University,Public,Seoul,University Of Seoul ,Exchange students,262
2023,University,Public,Seoul,University Of Seoul ,Visiting students,0
2023,University,Public,Seoul,University Of Seoul ,Other trainees,0
2023,University,Private,Ulsan,University Of Ulsan ,Humanities and social science field,161
2023,University,Private,Ulsan,University Of Ulsan ,Natural science field,7
2023,University,Private,Ulsan,University Of Ulsan ,Engineering field,27
2023,University,Private,Ulsan,University Of Ulsan ,Arts and physical education field,15
2023,University,Private,Ulsan,University Of Ulsan ,Medicine field,0
2023,University,Private,Ulsan,University Of Ulsan ,Students for language course,0
2023,University,Private,Ulsan,University Of Ulsan ,Exchange students,87
2023,University,Private,Ulsan,University Of Ulsan ,Visiting students,0
2023,University,Private,Ulsan,University Of Ulsan ,Other trainees,0
2023,Cyber University (University),Private,Jeollabuk-do,Wonkwang Digital University ,Humanities and social science field,28
2023,Cyber University (University),Private,Jeollabuk-do,Wonkwang Digital University ,Natural science field,14
2023,Cyber University (University),Private,Jeollabuk-do,Wonkwang Digital University ,Engineering field,0
2023,Cyber University (University),Private,Jeollabuk-do,Wonkwang Digital University ,Arts and physical education field,13
2023,Cyber University (University),Private,Jeollabuk-do,Wonkwang Digital University ,Medicine field,0
2023,Cyber University (University),Private,Jeollabuk-do,Wonkwang Digital University ,Students for language course,0
2023,Cyber University (University),Private,Jeollabuk-do,Wonkwang Digital University ,Exchange students,0
2023,Cyber University (University),Private,Jeollabuk-do,Wonkwang Digital University ,Visiting students,0
2023,Cyber University (University),Private,Jeollabuk-do,Wonkwang Digital University ,Other trainees,0
2023,University,Private,Jeollabuk-do,Wonkwang University ,Humanities and social science field,17
2023,University,Private,Jeollabuk-do,Wonkwang University ,Natural science field,8
2023,University,Private,Jeollabuk-do,Wonkwang University ,Engineering field,8
2023,University,Private,Jeollabuk-do,Wonkwang University ,Arts and physical education field,3
2023,University,Private,Jeollabuk-do,Wonkwang University ,Medicine field,1
2023,University,Private,Jeollabuk-do,Wonkwang University ,Students for language course,0
2023,University,Private,Jeollabuk-do,Wonkwang University ,Exchange students,49
2023,University,Private,Jeollabuk-do,Wonkwang University ,Visiting students,0
2023,University,Private,Jeollabuk-do,Wonkwang University ,Other trainees,0
2023,University,Private,Daejeon,Woosong University ,Humanities and social science field,1215
2023,University,Private,Daejeon,Woosong University ,Natural science field,3
2023,University,Private,Daejeon,Woosong University ,Engineering field,209
2023,University,Private,Daejeon,Woosong University ,Arts and physical education field,212
2023,University,Private,Daejeon,Woosong University ,Medicine field,0
2023,University,Private,Daejeon,Woosong University ,Students for language course,59
2023,University,Private,Daejeon,Woosong University ,Exchange students,495
2023,University,Private,Daejeon,Woosong University ,Visiting students,1
2023,University,Private,Daejeon,Woosong University ,Other trainees,0
2023,University,Private,Jeollabuk-do,Woosuk University ,Humanities and social science field,493
2023,University,Private,Jeollabuk-do,Woosuk University ,Natural science field,62
2023,University,Private,Jeollabuk-do,Woosuk University ,Engineering field,45
2023,University,Private,Jeollabuk-do,Woosuk University ,Arts and physical education field,6
2023,University,Private,Jeollabuk-do,Woosuk University ,Medicine field,1
2023,University,Private,Jeollabuk-do,Woosuk University ,Students for language course,22
2023,University,Private,Jeollabuk-do,Woosuk University ,Exchange students,11
2023,University,Private,Jeollabuk-do,Woosuk University ,Visiting students,0
2023,University,Private,Jeollabuk-do,Woosuk University ,Other trainees,0
2023,University,Private,Gyeongsangbuk-do,Yeungnam University ,Humanities and social science field,476
2023,University,Private,Gyeongsangbuk-do,Yeungnam University ,Natural science field,23
2023,University,Private,Gyeongsangbuk-do,Yeungnam University ,Engineering field,89
2023,University,Private,Gyeongsangbuk-do,Yeungnam University ,Arts and physical education field,27
2023,University,Private,Gyeongsangbuk-do,Yeungnam University ,Medicine field,0
2023,University,Private,Gyeongsangbuk-do,Yeungnam University ,Students for language course,219
2023,University,Private,Gyeongsangbuk-do,Yeungnam University ,Exchange students,101
2023,University,Private,Gyeongsangbuk-do,Yeungnam University ,Visiting students,0
2023,University,Private,Gyeongsangbuk-do,Yeungnam University ,Other trainees,0
2023,University,Private,Gyeonggi-do,Yewon Arts University _Campus 2,Humanities and social science field,0
2023,University,Private,Gyeonggi-do,Yewon Arts University _Campus 2,Natural science field,0
2023,University,Private,Gyeonggi-do,Yewon Arts University _Campus 2,Engineering field,0
2023,University,Private,Gyeonggi-do,Yewon Arts University _Campus 2,Arts and physical education field,5
2023,University,Private,Gyeonggi-do,Yewon Arts University _Campus 2,Medicine field,0
2023,University,Private,Gyeonggi-do,Yewon Arts University _Campus 2,Students for language course,25
2023,University,Private,Gyeonggi-do,Yewon Arts University _Campus 2,Exchange students,0
2023,University,Private,Gyeonggi-do,Yewon Arts University _Campus 2,Visiting students,0
2023,University,Private,Gyeonggi-do,Yewon Arts University _Campus 2,Other trainees,0
2023,University,Private,Jeollabuk-do,Yewon Arts University ,Humanities and social science field,0
2023,University,Private,Jeollabuk-do,Yewon Arts University ,Natural science field,0
2023,University,Private,Jeollabuk-do,Yewon Arts University ,Engineering field,0
2023,University,Private,Jeollabuk-do,Yewon Arts University ,Arts and physical education field,370
2023,University,Private,Jeollabuk-do,Yewon Arts University ,Medicine field,0
2023,University,Private,Jeollabuk-do,Yewon Arts University ,Students for language course,0
2023,University,Private,Jeollabuk-do,Yewon Arts University ,Exchange students,0
2023,University,Private,Jeollabuk-do,Yewon Arts University ,Visiting students,0
2023,University,Private,Jeollabuk-do,Yewon Arts University ,Other trainees,0
2023,University,Private,Gyeonggi-do,Yong In University ,Humanities and social science field,21
2023,University,Private,Gyeonggi-do,Yong In University ,Natural science field,1
2023,University,Private,Gyeonggi-do,Yong In University ,Engineering field,0
2023,University,Private,Gyeonggi-do,Yong In University ,Arts and physical education field,43
2023,University,Private,Gyeonggi-do,Yong In University ,Medicine field,0
2023,University,Private,Gyeonggi-do,Yong In University ,Students for language course,261
2023,University,Private,Gyeonggi-do,Yong In University ,Exchange students,0
2023,University,Private,Gyeonggi-do,Yong In University ,Visiting students,0
2023,University,Private,Gyeonggi-do,Yong In University ,Other trainees,0
2023,University,Private,Gangwon-do,Yonsei University MIRAE Campus _Branch campus,Humanities and social science field,357
2023,University,Private,Gangwon-do,Yonsei University MIRAE Campus _Branch campus,Natural science field,37
2023,University,Private,Gangwon-do,Yonsei University MIRAE Campus _Branch campus,Engineering field,20
2023,University,Private,Gangwon-do,Yonsei University MIRAE Campus _Branch campus,Arts and physical education field,0
2023,University,Private,Gangwon-do,Yonsei University MIRAE Campus _Branch campus,Medicine field,9
2023,University,Private,Gangwon-do,Yonsei University MIRAE Campus _Branch campus,Students for language course,37
2023,University,Private,Gangwon-do,Yonsei University MIRAE Campus _Branch campus,Exchange students,22
2023,University,Private,Gangwon-do,Yonsei University MIRAE Campus _Branch campus,Visiting students,0
2023,University,Private,Gangwon-do,Yonsei University MIRAE Campus _Branch campus,Other trainees,0
2023,University,Private,Seoul,Yonsei University ,Humanities and social science field,1677
2023,University,Private,Seoul,Yonsei University ,Natural science field,147
2023,University,Private,Seoul,Yonsei University ,Engineering field,194
2023,University,Private,Seoul,Yonsei University ,Arts and physical education field,4
2023,University,Private,Seoul,Yonsei University ,Medicine field,8
2023,University,Private,Seoul,Yonsei University ,Students for language course,1244
2023,University,Private,Seoul,Yonsei University ,Exchange students,502
2023,University,Private,Seoul,Yonsei University ,Visiting students,362
2023,University,Private,Seoul,Yonsei University ,Other trainees,0
2023,University,Private,Gyeongsangbuk-do,Youngnam Theological University & Seminary ,Humanities and social science field,10
2023,University,Private,Gyeongsangbuk-do,Youngnam Theological University & Seminary ,Natural science field,0
2023,University,Private,Gyeongsangbuk-do,Youngnam Theological University & Seminary ,Engineering field,0
2023,University,Private,Gyeongsangbuk-do,Youngnam Theological University & Seminary ,Arts and physical education field,0
2023,University,Private,Gyeongsangbuk-do,Youngnam Theological University & Seminary ,Medicine field,0
2023,University,Private,Gyeongsangbuk-do,Youngnam Theological University & Seminary ,Students for language course,0
2023,University,Private,Gyeongsangbuk-do,Youngnam Theological University & Seminary ,Exchange students,0
2023,University,Private,Gyeongsangbuk-do,Youngnam Theological University & Seminary ,Visiting students,0
2023,University,Private,Gyeongsangbuk-do,Youngnam Theological University & Seminary ,Other trainees,0
2023,University,Private,Jeollanam-do,Youngsan University Of Seon Studies ,Humanities and social science field,3
2023,University,Private,Jeollanam-do,Youngsan University Of Seon Studies ,Natural science field,0
2023,University,Private,Jeollanam-do,Youngsan University Of Seon Studies ,Engineering field,0
2023,University,Private,Jeollanam-do,Youngsan University Of Seon Studies ,Arts and physical education field,0
2023,University,Private,Jeollanam-do,Youngsan University Of Seon Studies ,Medicine field,0
2023,University,Private,Jeollanam-do,Youngsan University Of Seon Studies ,Students for language course,0
2023,University,Private,Jeollanam-do,Youngsan University Of Seon Studies ,Exchange students,0
2023,University,Private,Jeollanam-do,Youngsan University Of Seon Studies ,Visiting students,0
2023,University,Private,Jeollanam-do,Youngsan University Of Seon Studies ,Other trainees,0
2023,University,Private,Busan,Youngsan University _Campus 2,Humanities and social science field,339
2023,University,Private,Busan,Youngsan University _Campus 2,Natural science field,3
2023,University,Private,Busan,Youngsan University _Campus 2,Engineering field,0
2023,University,Private,Busan,Youngsan University _Campus 2,Arts and physical education field,29
2023,University,Private,Busan,Youngsan University _Campus 2,Medicine field,0
2023,University,Private,Busan,Youngsan University _Campus 2,Students for language course,148
2023,University,Private,Busan,Youngsan University _Campus 2,Exchange students,9
2023,University,Private,Busan,Youngsan University _Campus 2,Visiting students,0
2023,University,Private,Busan,Youngsan University _Campus 2,Other trainees,0
2023,University,Private,Gyeongsangnam-do,Youngsan University ,Humanities and social science field,1
2023,University,Private,Gyeongsangnam-do,Youngsan University ,Natural science field,0
2023,University,Private,Gyeongsangnam-do,Youngsan University ,Engineering field,6
2023,University,Private,Gyeongsangnam-do,Youngsan University ,Arts and physical education field,0
2023,University,Private,Gyeongsangnam-do,Youngsan University ,Medicine field,0
2023,University,Private,Gyeongsangnam-do,Youngsan University ,Students for language course,0
2023,University,Private,Gyeongsangnam-do,Youngsan University ,Exchange students,0
2023,University,Private,Gyeongsangnam-do,Youngsan University ,Visiting students,0
2023,University,Private,Gyeongsangnam-do,Youngsan University ,Other trainees,0
NA,NA,NA,NA,NA,Humanities and social science field,NA
NA,NA,NA,NA,NA,Natural science field,NA
NA,NA,NA,NA,NA,Engineering field,NA
NA,NA,NA,NA,NA,Arts and physical education field,NA
NA,NA,NA,NA,NA,Medicine field,NA
NA,NA,NA,NA,NA,Students for language course,NA
NA,NA,NA,NA,NA,Exchange students,NA
NA,NA,NA,NA,NA,Visiting students,NA
NA,NA,NA,NA,NA,Other trainees,NA
