year,type_of_school,classification,region,school,field,number_of_students
2023,University,Private,Busan,Kyungsung University ,Natural science field,6
2023,University,Private,Busan,Kyungsung University ,Engineering field,84
2023,University,Private,Busan,Kyungsung University ,Arts and physical education field,21
2023,University,Private,Busan,Kyungsung University ,Medicine field,0
2023,University,Private,Busan,Kyungsung University ,Students for language course,72
2023,University,Private,Busan,Kyungsung University ,Exchange students,35
2023,University,Private,Busan,Kyungsung University ,Visiting students,0
2023,University,Private,Busan,Kyungsung University ,Other trainees,0
2023,University,Private,Gyeongsangbuk-do,Kyungwoon University ,Humanities and social science field,4
2023,University,Private,Gyeongsangbuk-do,Kyungwoon University ,Natural science field,1
2023,University,Private,Gyeongsangbuk-do,Kyungwoon University ,Engineering field,4
2023,University,Private,Gyeongsangbuk-do,Kyungwoon University ,Arts and physical education field,3
2023,University,Private,Gyeongsangbuk-do,Kyungwoon University ,Medicine field,0
2023,University,Private,Gyeongsangbuk-do,Kyungwoon University ,Students for language course,180
2023,University,Private,Gyeongsangbuk-do,Kyungwoon University ,Exchange students,0
2023,University,Private,Gyeongsangbuk-do,Kyungwoon University ,Visiting students,0
2023,University,Private,Gyeongsangbuk-do,Kyungwoon University ,Other trainees,0
2023,University,Private,Gyeonggi-do,Luther University ,Humanities and social science field,1
2023,University,Private,Gyeonggi-do,Luther University ,Natural science field,0
2023,University,Private,Gyeonggi-do,Luther University ,Engineering field,0
2023,University,Private,Gyeonggi-do,Luther University ,Arts and physical education field,0
2023,University,Private,Gyeonggi-do,Luther University ,Medicine field,0
2023,University,Private,Gyeonggi-do,Luther University ,Students for language course,0
2023,University,Private,Gyeonggi-do,Luther University ,Exchange students,0
2023,University,Private,Gyeonggi-do,Luther University ,Visiting students,0
2023,University,Private,Gyeonggi-do,Luther University ,Other trainees,0
2023,University,Private,Seoul,Methodist Theological University ,Humanities and social science field,1
2023,University,Private,Seoul,Methodist Theological University ,Natural science field,0
2023,University,Private,Seoul,Methodist Theological University ,Engineering field,0
2023,University,Private,Seoul,Methodist Theological University ,Arts and physical education field,0
2023,University,Private,Seoul,Methodist Theological University ,Medicine field,0
2023,University,Private,Seoul,Methodist Theological University ,Students for language course,0
2023,University,Private,Seoul,Methodist Theological University ,Exchange students,0
2023,University,Private,Seoul,Methodist Theological University ,Visiting students,0
2023,University,Private,Seoul,Methodist Theological University ,Other trainees,0
2023,University,Private,Jeollanam-do,Mokpo Catholic University ,Humanities and social science field,1
2023,University,Private,Jeollanam-do,Mokpo Catholic University ,Natural science field,0
2023,University,Private,Jeollanam-do,Mokpo Catholic University ,Engineering field,0
2023,University,Private,Jeollanam-do,Mokpo Catholic University ,Arts and physical education field,0
2023,University,Private,Jeollanam-do,Mokpo Catholic University ,Medicine field,0
2023,University,Private,Jeollanam-do,Mokpo Catholic University ,Students for language course,0
2023,University,Private,Jeollanam-do,Mokpo Catholic University ,Exchange students,0
2023,University,Private,Jeollanam-do,Mokpo Catholic University ,Visiting students,0
2023,University,Private,Jeollanam-do,Mokpo Catholic University ,Other trainees,0
2023,University,National,Jeollanam-do,Mokpo National Maritime University ,Humanities and social science field,0
2023,University,National,Jeollanam-do,Mokpo National Maritime University ,Natural science field,0
2023,University,National,Jeollanam-do,Mokpo National Maritime University ,Engineering field,7
2023,University,National,Jeollanam-do,Mokpo National Maritime University ,Arts and physical education field,0
2023,University,National,Jeollanam-do,Mokpo National Maritime University ,Medicine field,0
2023,University,National,Jeollanam-do,Mokpo National Maritime University ,Students for language course,0
2023,University,National,Jeollanam-do,Mokpo National Maritime University ,Exchange students,0
2023,University,National,Jeollanam-do,Mokpo National Maritime University ,Visiting students,0
2023,University,National,Jeollanam-do,Mokpo National Maritime University ,Other trainees,0
2023,University,National,Jeollanam-do,Mokpo National University ,Humanities and social science field,39
2023,University,National,Jeollanam-do,Mokpo National University ,Natural science field,5
2023,University,National,Jeollanam-do,Mokpo National University ,Engineering field,7
2023,University,National,Jeollanam-do,Mokpo National University ,Arts and physical education field,1
2023,University,National,Jeollanam-do,Mokpo National University ,Medicine field,0
2023,University,National,Jeollanam-do,Mokpo National University ,Students for language course,77
2023,University,National,Jeollanam-do,Mokpo National University ,Exchange students,0
2023,University,National,Jeollanam-do,Mokpo National University ,Visiting students,0
2023,University,National,Jeollanam-do,Mokpo National University ,Other trainees,0
2023,University,Private,Daejeon,Mokwon University ,Humanities and social science field,279
2023,University,Private,Daejeon,Mokwon University ,Natural science field,41
2023,University,Private,Daejeon,Mokwon University ,Engineering field,21
2023,University,Private,Daejeon,Mokwon University ,Arts and physical education field,36
2023,University,Private,Daejeon,Mokwon University ,Medicine field,0
2023,University,Private,Daejeon,Mokwon University ,Students for language course,351
2023,University,Private,Daejeon,Mokwon University ,Exchange students,22
2023,University,Private,Daejeon,Mokwon University ,Visiting students,0
2023,University,Private,Daejeon,Mokwon University ,Other trainees,0
2023,University,Private,Gyeonggi-do,Myongji University Natural Science Campus ,Humanities and social science field,0
2023,University,Private,Gyeonggi-do,Myongji University Natural Science Campus ,Natural science field,7
2023,University,Private,Gyeonggi-do,Myongji University Natural Science Campus ,Engineering field,85
2023,University,Private,Gyeonggi-do,Myongji University Natural Science Campus ,Arts and physical education field,126
2023,University,Private,Gyeonggi-do,Myongji University Natural Science Campus ,Medicine field,0
2023,University,Private,Gyeonggi-do,Myongji University Natural Science Campus ,Students for language course,116
2023,University,Private,Gyeonggi-do,Myongji University Natural Science Campus ,Exchange students,41
2023,University,Private,Gyeonggi-do,Myongji University Natural Science Campus ,Visiting students,0
2023,University,Private,Gyeonggi-do,Myongji University Natural Science Campus ,Other trainees,56
2023,University,Private,Seoul,Myongji University Social Science Campus _Campus 2,Humanities and social science field,1232
2023,University,Private,Seoul,Myongji University Social Science Campus _Campus 2,Natural science field,0
2023,University,Private,Seoul,Myongji University Social Science Campus _Campus 2,Engineering field,6
2023,University,Private,Seoul,Myongji University Social Science Campus _Campus 2,Arts and physical education field,0
2023,University,Private,Seoul,Myongji University Social Science Campus _Campus 2,Medicine field,0
2023,University,Private,Seoul,Myongji University Social Science Campus _Campus 2,Students for language course,411
2023,University,Private,Seoul,Myongji University Social Science Campus _Campus 2,Exchange students,249
2023,University,Private,Seoul,Myongji University Social Science Campus _Campus 2,Visiting students,0
2023,University,Private,Seoul,Myongji University Social Science Campus _Campus 2,Other trainees,36
2023,University,Private,Gwangju,Nambu University ,Humanities and social science field,220
2023,University,Private,Gwangju,Nambu University ,Natural science field,38
2023,University,Private,Gwangju,Nambu University ,Engineering field,67
2023,University,Private,Gwangju,Nambu University ,Arts and physical education field,9
2023,University,Private,Gwangju,Nambu University ,Medicine field,0
2023,University,Private,Gwangju,Nambu University ,Students for language course,0
2023,University,Private,Gwangju,Nambu University ,Exchange students,0
2023,University,Private,Gwangju,Nambu University ,Visiting students,0
2023,University,Private,Gwangju,Nambu University ,Other trainees,0
2023,University,Private,Chungcheongnam-do,Namseoul University ,Humanities and social science field,447
2023,University,Private,Chungcheongnam-do,Namseoul University ,Natural science field,37
2023,University,Private,Chungcheongnam-do,Namseoul University ,Engineering field,24
2023,University,Private,Chungcheongnam-do,Namseoul University ,Arts and physical education field,14
2023,University,Private,Chungcheongnam-do,Namseoul University ,Medicine field,0
2023,University,Private,Chungcheongnam-do,Namseoul University ,Students for language course,645
2023,University,Private,Chungcheongnam-do,Namseoul University ,Exchange students,50
2023,University,Private,Chungcheongnam-do,Namseoul University ,Visiting students,0
2023,University,Private,Chungcheongnam-do,Namseoul University ,Other trainees,0
2023,University,National,Busan,National Korea Maritime & Ocean University ,Humanities and social science field,10
2023,University,National,Busan,National Korea Maritime & Ocean University ,Natural science field,2
2023,University,National,Busan,National Korea Maritime & Ocean University ,Engineering field,7
2023,University,National,Busan,National Korea Maritime & Ocean University ,Arts and physical education field,0
2023,University,National,Busan,National Korea Maritime & Ocean University ,Medicine field,0
2023,University,National,Busan,National Korea Maritime & Ocean University ,Students for language course,147
2023,University,National,Busan,National Korea Maritime & Ocean University ,Exchange students,21
2023,University,National,Busan,National Korea Maritime & Ocean University ,Visiting students,0
2023,University,National,Busan,National Korea Maritime & Ocean University ,Other trainees,0
2023,Cyber University (University),Private,Seoul,Open Cyber University Of Korea (OCU) ,Humanities and social science field,7
2023,Cyber University (University),Private,Seoul,Open Cyber University Of Korea (OCU) ,Natural science field,5
2023,Cyber University (University),Private,Seoul,Open Cyber University Of Korea (OCU) ,Engineering field,0
2023,Cyber University (University),Private,Seoul,Open Cyber University Of Korea (OCU) ,Arts and physical education field,0
2023,Cyber University (University),Private,Seoul,Open Cyber University Of Korea (OCU) ,Medicine field,0
2023,Cyber University (University),Private,Seoul,Open Cyber University Of Korea (OCU) ,Students for language course,0
2023,Cyber University (University),Private,Seoul,Open Cyber University Of Korea (OCU) ,Exchange students,0
2023,Cyber University (University),Private,Seoul,Open Cyber University Of Korea (OCU) ,Visiting students,0
2023,Cyber University (University),Private,Seoul,Open Cyber University Of Korea (OCU) ,Other trainees,0
2023,University,Private,Daejeon,Pai Chai University ,Humanities and social science field,132
2023,University,Private,Daejeon,Pai Chai University ,Natural science field,8
2023,University,Private,Daejeon,Pai Chai University ,Engineering field,9
2023,University,Private,Daejeon,Pai Chai University ,Arts and physical education field,8
2023,University,Private,Daejeon,Pai Chai University ,Medicine field,0
2023,University,Private,Daejeon,Pai Chai University ,Students for language course,297
2023,University,Private,Daejeon,Pai Chai University ,Exchange students,64
2023,University,Private,Daejeon,Pai Chai University ,Visiting students,0
2023,University,Private,Daejeon,Pai Chai University ,Other trainees,0
2023,University,Private,Seoul,Presbyterian University & Theological Seminary ,Humanities and social science field,3
2023,University,Private,Seoul,Presbyterian University & Theological Seminary ,Natural science field,0
2023,University,Private,Seoul,Presbyterian University & Theological Seminary ,Engineering field,0
2023,University,Private,Seoul,Presbyterian University & Theological Seminary ,Arts and physical education field,0
2023,University,Private,Seoul,Presbyterian University & Theological Seminary ,Medicine field,0
2023,University,Private,Seoul,Presbyterian University & Theological Seminary ,Students for language course,0
2023,University,Private,Seoul,Presbyterian University & Theological Seminary ,Exchange students,0
2023,University,Private,Seoul,Presbyterian University & Theological Seminary ,Visiting students,0
2023,University,Private,Seoul,Presbyterian University & Theological Seminary ,Other trainees,0
2023,University,National,Busan,Pukyong National University ,Humanities and social science field,576
2023,University,National,Busan,Pukyong National University ,Natural science field,39
2023,University,National,Busan,Pukyong National University ,Engineering field,57
2023,University,National,Busan,Pukyong National University ,Arts and physical education field,35
2023,University,National,Busan,Pukyong National University ,Medicine field,0
2023,University,National,Busan,Pukyong National University ,Students for language course,281
2023,University,National,Busan,Pukyong National University ,Exchange students,74
2023,University,National,Busan,Pukyong National University ,Visiting students,0
2023,University,National,Busan,Pukyong National University ,Other trainees,0
2023,University,National,Busan,Pusan National University ,Humanities and social science field,272
2023,University,National,Busan,Pusan National University ,Natural science field,68
2023,University,National,Busan,Pusan National University ,Engineering field,150
2023,University,National,Busan,Pusan National University ,Arts and physical education field,44
2023,University,National,Busan,Pusan National University ,Medicine field,0
2023,University,National,Busan,Pusan National University ,Students for language course,416
2023,University,National,Busan,Pusan National University ,Exchange students,156
2023,University,National,Busan,Pusan National University ,Visiting students,8
2023,University,National,Busan,Pusan National University ,Other trainees,0
2023,University,Private,Gyeonggi-do,Pyeongtaek University ,Humanities and social science field,132
2023,University,Private,Gyeonggi-do,Pyeongtaek University ,Natural science field,6
2023,University,Private,Gyeonggi-do,Pyeongtaek University ,Engineering field,4
2023,University,Private,Gyeonggi-do,Pyeongtaek University ,Arts and physical education field,1
2023,University,Private,Gyeonggi-do,Pyeongtaek University ,Medicine field,0
2023,University,Private,Gyeonggi-do,Pyeongtaek University ,Students for language course,0
2023,University,Private,Gyeonggi-do,Pyeongtaek University ,Exchange students,0
2023,University,Private,Gyeonggi-do,Pyeongtaek University ,Visiting students,0
2023,University,Private,Gyeonggi-do,Pyeongtaek University ,Other trainees,0
2023,University,Private,Seoul,Sahmyook University ,Humanities and social science field,151
2023,University,Private,Seoul,Sahmyook University ,Natural science field,21
2023,University,Private,Seoul,Sahmyook University ,Engineering field,5
2023,University,Private,Seoul,Sahmyook University ,Arts and physical education field,7
2023,University,Private,Seoul,Sahmyook University ,Medicine field,0
2023,University,Private,Seoul,Sahmyook University ,Students for language course,83
2023,University,Private,Seoul,Sahmyook University ,Exchange students,4
2023,University,Private,Seoul,Sahmyook University ,Visiting students,0
2023,University,Private,Seoul,Sahmyook University ,Other trainees,0
2023,University,Private,Gangwon-do,Sangji University ,Humanities and social science field,32
2023,University,Private,Gangwon-do,Sangji University ,Natural science field,3
2023,University,Private,Gangwon-do,Sangji University ,Engineering field,4
2023,University,Private,Gangwon-do,Sangji University ,Arts and physical education field,3
2023,University,Private,Gangwon-do,Sangji University ,Medicine field,0
2023,University,Private,Gangwon-do,Sangji University ,Students for language course,99
2023,University,Private,Gangwon-do,Sangji University ,Exchange students,5
2023,University,Private,Gangwon-do,Sangji University ,Visiting students,0
2023,University,Private,Gangwon-do,Sangji University ,Other trainees,0
2023,University,Private,Seoul,Sangmyung University (Seoul) ,Humanities and social science field,324
2023,University,Private,Seoul,Sangmyung University (Seoul) ,Natural science field,45
2023,University,Private,Seoul,Sangmyung University (Seoul) ,Engineering field,3
2023,University,Private,Seoul,Sangmyung University (Seoul) ,Arts and physical education field,15
2023,University,Private,Seoul,Sangmyung University (Seoul) ,Medicine field,0
2023,University,Private,Seoul,Sangmyung University (Seoul) ,Students for language course,0
2023,University,Private,Seoul,Sangmyung University (Seoul) ,Exchange students,31
2023,University,Private,Seoul,Sangmyung University (Seoul) ,Visiting students,0
2023,University,Private,Seoul,Sangmyung University (Seoul) ,Other trainees,0
2023,University,Private,Chungcheongnam-do,Sangmyung University _Campus 2,Humanities and social science field,25
2023,University,Private,Chungcheongnam-do,Sangmyung University _Campus 2,Natural science field,2
2023,University,Private,Chungcheongnam-do,Sangmyung University _Campus 2,Engineering field,9
2023,University,Private,Chungcheongnam-do,Sangmyung University _Campus 2,Arts and physical education field,46
2023,University,Private,Chungcheongnam-do,Sangmyung University _Campus 2,Medicine field,0
2023,University,Private,Chungcheongnam-do,Sangmyung University _Campus 2,Students for language course,0
2023,University,Private,Chungcheongnam-do,Sangmyung University _Campus 2,Exchange students,21
2023,University,Private,Chungcheongnam-do,Sangmyung University _Campus 2,Visiting students,0
2023,University,Private,Chungcheongnam-do,Sangmyung University _Campus 2,Other trainees,0
2023,University,Private,Jeollanam-do,Sehan University ,Humanities and social science field,22
2023,University,Private,Jeollanam-do,Sehan University ,Natural science field,0
2023,University,Private,Jeollanam-do,Sehan University ,Engineering field,0
2023,University,Private,Jeollanam-do,Sehan University ,Arts and physical education field,13
2023,University,Private,Jeollanam-do,Sehan University ,Medicine field,0
2023,University,Private,Jeollanam-do,Sehan University ,Students for language course,0
2023,University,Private,Jeollanam-do,Sehan University ,Exchange students,0
2023,University,Private,Jeollanam-do,Sehan University ,Visiting students,0
2023,University,Private,Jeollanam-do,Sehan University ,Other trainees,0
2023,Cyber University (University),Private,Seoul,Sejong Cyber University ,Humanities and social science field,57
2023,Cyber University (University),Private,Seoul,Sejong Cyber University ,Natural science field,2
2023,Cyber University (University),Private,Seoul,Sejong Cyber University ,Engineering field,4
2023,Cyber University (University),Private,Seoul,Sejong Cyber University ,Arts and physical education field,8
2023,Cyber University (University),Private,Seoul,Sejong Cyber University ,Medicine field,0
2023,Cyber University (University),Private,Seoul,Sejong Cyber University ,Students for language course,0
2023,Cyber University (University),Private,Seoul,Sejong Cyber University ,Exchange students,0
2023,Cyber University (University),Private,Seoul,Sejong Cyber University ,Visiting students,0
2023,Cyber University (University),Private,Seoul,Sejong Cyber University ,Other trainees,0
2023,University,Private,Seoul,Sejong University ,Humanities and social science field,624
2023,University,Private,Seoul,Sejong University ,Natural science field,0
2023,University,Private,Seoul,Sejong University ,Engineering field,276
2023,University,Private,Seoul,Sejong University ,Arts and physical education field,159
2023,University,Private,Seoul,Sejong University ,Medicine field,0
2023,University,Private,Seoul,Sejong University ,Students for language course,513
2023,University,Private,Seoul,Sejong University ,Exchange students,132
2023,University,Private,Seoul,Sejong University ,Visiting students,0
2023,University,Private,Seoul,Sejong University ,Other trainees,0
2023,University,Private,Chungcheongbuk-do,Semyung University ,Humanities and social science field,71
2023,University,Private,Chungcheongbuk-do,Semyung University ,Natural science field,22
2023,University,Private,Chungcheongbuk-do,Semyung University ,Engineering field,7
2023,University,Private,Chungcheongbuk-do,Semyung University ,Arts and physical education field,29
2023,University,Private,Chungcheongbuk-do,Semyung University ,Medicine field,0
2023,University,Private,Chungcheongbuk-do,Semyung University ,Students for language course,53
2023,University,Private,Chungcheongbuk-do,Semyung University ,Exchange students,16
2023,University,Private,Chungcheongbuk-do,Semyung University ,Visiting students,0
2023,University,Private,Chungcheongbuk-do,Semyung University ,Other trainees,0
2023,University,Private,Seoul,Seokyeong University ,Humanities and social science field,55
2023,University,Private,Seoul,Seokyeong University ,Natural science field,0
2023,University,Private,Seoul,Seokyeong University ,Engineering field,0
2023,University,Private,Seoul,Seokyeong University ,Arts and physical education field,514
2023,University,Private,Seoul,Seokyeong University ,Medicine field,0
2023,University,Private,Seoul,Seokyeong University ,Students for language course,184
2023,University,Private,Seoul,Seokyeong University ,Exchange students,0
2023,University,Private,Seoul,Seokyeong University ,Visiting students,0
2023,University,Private,Seoul,Seokyeong University ,Other trainees,0
2023,University,Private,Seoul,Seoul Christian University ,Humanities and social science field,3
2023,University,Private,Seoul,Seoul Christian University ,Natural science field,0
2023,University,Private,Seoul,Seoul Christian University ,Engineering field,0
2023,University,Private,Seoul,Seoul Christian University ,Arts and physical education field,0
2023,University,Private,Seoul,Seoul Christian University ,Medicine field,0
2023,University,Private,Seoul,Seoul Christian University ,Students for language course,0
2023,University,Private,Seoul,Seoul Christian University ,Exchange students,0
2023,University,Private,Seoul,Seoul Christian University ,Visiting students,0
2023,University,Private,Seoul,Seoul Christian University ,Other trainees,0
2023,Cyber University (University),Private,Seoul,Seoul Cyber University ,Humanities and social science field,28
2023,Cyber University (University),Private,Seoul,Seoul Cyber University ,Natural science field,0
2023,Cyber University (University),Private,Seoul,Seoul Cyber University ,Engineering field,8
2023,Cyber University (University),Private,Seoul,Seoul Cyber University ,Arts and physical education field,2
2023,Cyber University (University),Private,Seoul,Seoul Cyber University ,Medicine field,0
2023,Cyber University (University),Private,Seoul,Seoul Cyber University ,Students for language course,0
2023,Cyber University (University),Private,Seoul,Seoul Cyber University ,Exchange students,0
2023,Cyber University (University),Private,Seoul,Seoul Cyber University ,Visiting students,0
2023,Cyber University (University),Private,Seoul,Seoul Cyber University ,Other trainees,0
2023,Cyber University (University),Private,Seoul,Seoul Digital University ,Humanities and social science field,32
2023,Cyber University (University),Private,Seoul,Seoul Digital University ,Natural science field,0
2023,Cyber University (University),Private,Seoul,Seoul Digital University ,Engineering field,3
2023,Cyber University (University),Private,Seoul,Seoul Digital University ,Arts and physical education field,25
2023,Cyber University (University),Private,Seoul,Seoul Digital University ,Medicine field,0
2023,Cyber University (University),Private,Seoul,Seoul Digital University ,Students for language course,0
2023,Cyber University (University),Private,Seoul,Seoul Digital University ,Exchange students,0
2023,Cyber University (University),Private,Seoul,Seoul Digital University ,Visiting students,0
2023,Cyber University (University),Private,Seoul,Seoul Digital University ,Other trainees,0
2023,University,Private,Gyeonggi-do,Seoul Jangsin University ,Humanities and social science field,1
2023,University,Private,Gyeonggi-do,Seoul Jangsin University ,Natural science field,0
2023,University,Private,Gyeonggi-do,Seoul Jangsin University ,Engineering field,0
2023,University,Private,Gyeonggi-do,Seoul Jangsin University ,Arts and physical education field,0
2023,University,Private,Gyeonggi-do,Seoul Jangsin University ,Medicine field,0
2023,University,Private,Gyeonggi-do,Seoul Jangsin University ,Students for language course,0
2023,University,Private,Gyeonggi-do,Seoul Jangsin University ,Exchange students,0
2023,University,Private,Gyeonggi-do,Seoul Jangsin University ,Visiting students,0
2023,University,Private,Gyeonggi-do,Seoul Jangsin University ,Other trainees,0
2023,College of Education,National,Seoul,Seoul National University Of Education ,Humanities and social science field,0
2023,College of Education,National,Seoul,Seoul National University Of Education ,Natural science field,0
2023,College of Education,National,Seoul,Seoul National University Of Education ,Engineering field,0
2023,College of Education,National,Seoul,Seoul National University Of Education ,Arts and physical education field,0
2023,College of Education,National,Seoul,Seoul National University Of Education ,Medicine field,0
2023,College of Education,National,Seoul,Seoul National University Of Education ,Students for language course,0
2023,College of Education,National,Seoul,Seoul National University Of Education ,Exchange students,5
2023,College of Education,National,Seoul,Seoul National University Of Education ,Visiting students,0
2023,College of Education,National,Seoul,Seoul National University Of Education ,Other trainees,0
2023,University,National,Seoul,Seoul National University Of Science And Technology ,Humanities and social science field,207
2023,University,National,Seoul,Seoul National University Of Science And Technology ,Natural science field,14
2023,University,National,Seoul,Seoul National University Of Science And Technology ,Engineering field,183
2023,University,National,Seoul,Seoul National University Of Science And Technology ,Arts and physical education field,28
2023,University,National,Seoul,Seoul National University Of Science And Technology ,Medicine field,0
2023,University,National,Seoul,Seoul National University Of Science And Technology ,Students for language course,133
2023,University,National,Seoul,Seoul National University Of Science And Technology ,Exchange students,104
2023,University,National,Seoul,Seoul National University Of Science And Technology ,Visiting students,0
2023,University,National,Seoul,Seoul National University Of Science And Technology ,Other trainees,0
2023,University,National university corporation,Seoul,Seoul National University ,Humanities and social science field,80
2023,University,National university corporation,Seoul,Seoul National University ,Natural science field,21
2023,University,National university corporation,Seoul,Seoul National University ,Engineering field,76
2023,University,National university corporation,Seoul,Seoul National University ,Arts and physical education field,13
2023,University,National university corporation,Seoul,Seoul National University ,Medicine field,5
2023,University,National university corporation,Seoul,Seoul National University ,Students for language course,925
2023,University,National university corporation,Seoul,Seoul National University ,Exchange students,317
2023,University,National university corporation,Seoul,Seoul National University ,Visiting students,15
2023,University,National university corporation,Seoul,Seoul National University ,Other trainees,0
2023,University,Private,Gyeonggi-do,Seoul Theological University ,Humanities and social science field,13
2023,University,Private,Gyeonggi-do,Seoul Theological University ,Natural science field,0
2023,University,Private,Gyeonggi-do,Seoul Theological University ,Engineering field,1
2023,University,Private,Gyeonggi-do,Seoul Theological University ,Arts and physical education field,0
2023,University,Private,Gyeonggi-do,Seoul Theological University ,Medicine field,0
2023,University,Private,Gyeonggi-do,Seoul Theological University ,Students for language course,195
2023,University,Private,Gyeonggi-do,Seoul Theological University ,Exchange students,0
2023,University,Private,Gyeonggi-do,Seoul Theological University ,Visiting students,0
2023,University,Private,Gyeonggi-do,Seoul Theological University ,Other trainees,0
2023,University,Private,Seoul,Seoul Women's University ,Humanities and social science field,147
2023,University,Private,Seoul,Seoul Women's University ,Natural science field,13
2023,University,Private,Seoul,Seoul Women's University ,Engineering field,0
2023,University,Private,Seoul,Seoul Women's University ,Arts and physical education field,1
2023,University,Private,Seoul,Seoul Women's University ,Medicine field,0
2023,University,Private,Seoul,Seoul Women's University ,Students for language course,317
2023,University,Private,Seoul,Seoul Women's University ,Exchange students,48
2023,University,Private,Seoul,Seoul Women's University ,Visiting students,0
2023,University,Private,Seoul,Seoul Women's University ,Other trainees,0
2023,University,Private,Chungcheongbuk-do,Seowon University ,Humanities and social science field,57
2023,University,Private,Chungcheongbuk-do,Seowon University ,Natural science field,1
2023,University,Private,Chungcheongbuk-do,Seowon University ,Engineering field,0
2023,University,Private,Chungcheongbuk-do,Seowon University ,Arts and physical education field,3
2023,University,Private,Chungcheongbuk-do,Seowon University ,Medicine field,0
2023,University,Private,Chungcheongbuk-do,Seowon University ,Students for language course,82
2023,University,Private,Chungcheongbuk-do,Seowon University ,Exchange students,2
2023,University,Private,Chungcheongbuk-do,Seowon University ,Visiting students,0
2023,University,Private,Chungcheongbuk-do,Seowon University ,Other trainees,0
2023,University,Private,Gyeonggi-do,Shinhan University _Campus 2,Humanities and social science field,264
2023,University,Private,Gyeonggi-do,Shinhan University _Campus 2,Natural science field,54
2023,University,Private,Gyeonggi-do,Shinhan University _Campus 2,Engineering field,14
2023,University,Private,Gyeonggi-do,Shinhan University _Campus 2,Arts and physical education field,17
2023,University,Private,Gyeonggi-do,Shinhan University _Campus 2,Medicine field,0
2023,University,Private,Gyeonggi-do,Shinhan University _Campus 2,Students for language course,200
2023,University,Private,Gyeonggi-do,Shinhan University _Campus 2,Exchange students,12
2023,University,Private,Gyeonggi-do,Shinhan University _Campus 2,Visiting students,0
2023,University,Private,Gyeonggi-do,Shinhan University _Campus 2,Other trainees,0
2023,University,Private,Gyeonggi-do,Shinhan Unvirsity ,Humanities and social science field,12
2023,University,Private,Gyeonggi-do,Shinhan Unvirsity ,Natural science field,0
2023,University,Private,Gyeonggi-do,Shinhan Unvirsity ,Engineering field,6
2023,University,Private,Gyeonggi-do,Shinhan Unvirsity ,Arts and physical education field,0
2023,University,Private,Gyeonggi-do,Shinhan Unvirsity ,Medicine field,0
2023,University,Private,Gyeonggi-do,Shinhan Unvirsity ,Students for language course,0
2023,University,Private,Gyeonggi-do,Shinhan Unvirsity ,Exchange students,0
2023,University,Private,Gyeonggi-do,Shinhan Unvirsity ,Visiting students,0
2023,University,Private,Gyeonggi-do,Shinhan Unvirsity ,Other trainees,0
2023,University,Private,Busan,Silla University ,Humanities and social science field,163
2023,University,Private,Busan,Silla University ,Natural science field,14
2023,University,Private,Busan,Silla University ,Engineering field,36
2023,University,Private,Busan,Silla University ,Arts and physical education field,9
2023,University,Private,Busan,Silla University ,Medicine field,0
2023,University,Private,Busan,Silla University ,Students for language course,196
2023,University,Private,Busan,Silla University ,Exchange students,18
2023,University,Private,Busan,Silla University ,Visiting students,0
2023,University,Private,Busan,Silla University ,Other trainees,0
2023,University,Private,Gyeongsangbuk-do,SinGyeongju University ,Humanities and social science field,55
2023,University,Private,Gyeongsangbuk-do,SinGyeongju University ,Natural science field,2
2023,University,Private,Gyeongsangbuk-do,SinGyeongju University ,Engineering field,0
2023,University,Private,Gyeongsangbuk-do,SinGyeongju University ,Arts and physical education field,11
2023,University,Private,Gyeongsangbuk-do,SinGyeongju University ,Medicine field,0
2023,University,Private,Gyeongsangbuk-do,SinGyeongju University ,Students for language course,18
2023,University,Private,Gyeongsangbuk-do,SinGyeongju University ,Exchange students,0
2023,University,Private,Gyeongsangbuk-do,SinGyeongju University ,Visiting students,0
2023,University,Private,Gyeongsangbuk-do,SinGyeongju University ,Other trainees,0
2023,University,Private,Seoul,Sogang University ,Humanities and social science field,735
2023,University,Private,Seoul,Sogang University ,Natural science field,17
2023,University,Private,Seoul,Sogang University ,Engineering field,55
2023,University,Private,Seoul,Sogang University ,Arts and physical education field,0
2023,University,Private,Seoul,Sogang University ,Medicine field,0
2023,University,Private,Seoul,Sogang University ,Students for language course,1048
2023,University,Private,Seoul,Sogang University ,Exchange students,190
2023,University,Private,Seoul,Sogang University ,Visiting students,21
2023,University,Private,Seoul,Sogang University ,Other trainees,0
2023,University,Private,Gwangju,Songwon University ,Humanities and social science field,256
2023,University,Private,Gwangju,Songwon University ,Natural science field,0
2023,University,Private,Gwangju,Songwon University ,Engineering field,20
2023,University,Private,Gwangju,Songwon University ,Arts and physical education field,11
2023,University,Private,Gwangju,Songwon University ,Medicine field,0
2023,University,Private,Gwangju,Songwon University ,Students for language course,164
2023,University,Private,Gwangju,Songwon University ,Exchange students,0
2023,University,Private,Gwangju,Songwon University ,Visiting students,0
2023,University,Private,Gwangju,Songwon University ,Other trainees,0
2023,University,Private,Seoul,Sookmyung Women'S University ,Humanities and social science field,82
2023,University,Private,Seoul,Sookmyung Women'S University ,Natural science field,4
2023,University,Private,Seoul,Sookmyung Women'S University ,Engineering field,1
2023,University,Private,Seoul,Sookmyung Women'S University ,Arts and physical education field,12
2023,University,Private,Seoul,Sookmyung Women'S University ,Medicine field,0
